Country,Method,Energy.type,Year,IEAMW,Product.Aggregation,Industry.Aggregation,Chopped.Mat,Chopped.Var,GrossNet,EX.p,EX.f,EX.u,eta_pf,eta_fu,eta_pu
BEL,PCM,X,1960,IEA,Despecified,Despecified,None,None,Gross,24025.05,18186.6,2639.632001,0.756984897,0.145141588,0.10986999
BEL,PCM,X,1961,IEA,Despecified,Despecified,None,None,Gross,24545.48,18711.06,2785.172692,0.762301654,0.148851679,0.113469881
BEL,PCM,X,1962,IEA,Despecified,Despecified,None,None,Gross,26951.98,20786.9,3220.672973,0.77125688,0.154937628,0.119496711
BEL,PCM,X,1963,IEA,Despecified,Despecified,None,None,Gross,29249.35,22863.09,3540.538305,0.781661473,0.154858259,0.121046735
BEL,PCM,X,1964,IEA,Despecified,Despecified,None,None,Gross,29243.78,22035.01,3843.440411,0.753493905,0.174424264,0.13142762
BEL,PCM,X,1965,IEA,Despecified,Despecified,None,None,Gross,30318.45,23585.72,4394.301096,0.777932909,0.186311933,0.144938184
BEL,PCM,X,1966,IEA,Despecified,Despecified,None,None,Gross,29816.48,23029.98,4290.508576,0.772390973,0.186301012,0.14389722
BEL,PCM,X,1967,IEA,Despecified,Despecified,None,None,Gross,31283.85,24087.93,4631.96721,0.769979718,0.192294116,0.148062569
BEL,PCM,X,1968,IEA,Despecified,Despecified,None,None,Gross,35222.57,27297.27,5288.332876,0.774993704,0.1937312,0.15014046
BEL,PCM,X,1969,IEA,Despecified,Despecified,None,None,Gross,37876.58,29625.2,5863.848251,0.78215087,0.19793447,0.154814618
BEL,PCM,X,1970,IEA,Despecified,Despecified,None,None,Gross,40412.29,32164.83,6491.24619,0.795917034,0.201811923,0.160625547
BEL,PCM,X,1971,IEA,Despecified,Despecified,None,None,Gross,41946.93,31768.21,6368.400885,0.757342909,0.20046458,0.151820428
BEL,PCM,X,1972,IEA,Despecified,Despecified,None,None,Gross,45956.02,34496.33,6965.694872,0.750637892,0.201925679,0.151573066
BEL,PCM,X,1973,IEA,Despecified,Despecified,None,None,Gross,48628.84,36443.98,7248.233893,0.749431407,0.198887001,0.149052165
BEL,PCM,X,1974,IEA,Despecified,Despecified,None,None,Gross,47662.48,34841.3,6759.7249,0.731000569,0.194014715,0.141824867
BEL,PCM,X,1975,IEA,Despecified,Despecified,None,None,Gross,44594.63,33804,6530.600751,0.758028489,0.193190177,0.146443658
BEL,PCM,X,1976,IEA,Despecified,Despecified,None,None,Gross,47822.19,36440.59,7291.959703,0.762001698,0.200105424,0.152480673
BEL,PCM,X,1977,IEA,Despecified,Despecified,None,None,Gross,47524.5,36834.83,7376.371285,0.775070332,0.200255337,0.15521197
BEL,PCM,X,1978,IEA,Despecified,Despecified,None,None,Gross,49986.67,38490.19,8073.275607,0.770009084,0.209748915,0.16150857
BEL,PCM,X,1979,IEA,Despecified,Despecified,None,None,Gross,51572.12,39351.09,8165.431699,0.763030296,0.207502046,0.158330348
BEL,PCM,X,1980,IEA,Despecified,Despecified,None,None,Gross,49148.77,36876.51,7593.731317,0.750303822,0.205923264,0.154505012
BEL,PCM,X,1981,IEA,Despecified,Despecified,None,None,Gross,45715.94,34002.18,6858.320838,0.743770772,0.201702386,0.150020339
BEL,PCM,X,1982,IEA,Despecified,Despecified,None,None,Gross,43487.06,32623.13,6618.60094,0.750180169,0.202880623,0.15219702
BEL,PCM,X,1983,IEA,Despecified,Despecified,None,None,Gross,42746.2,31342.89,6273.256934,0.733232194,0.200149282,0.146755897
BEL,PCM,X,1984,IEA,Despecified,Despecified,None,None,Gross,44439.82,32388.76,6524.376998,0.728822934,0.201439543,0.146813758
BEL,PCM,X,1985,IEA,Despecified,Despecified,None,None,Gross,45813.13,33617.04,6667.850717,0.733786144,0.198347348,0.145544535
BEL,PCM,X,1986,IEA,Despecified,Despecified,None,None,Gross,47505.42,34877.7,7210.938726,0.734183594,0.206749262,0.151791916
BEL,PCM,X,1987,IEA,Despecified,Despecified,None,None,Gross,48522.28,35052,7185.820754,0.722389797,0.205004586,0.148093221
BEL,PCM,X,1988,IEA,Despecified,Despecified,None,None,Gross,49152.72,35320.25,7355.874185,0.7185818,0.208262234,0.149653451
BEL,PCM,X,1989,IEA,Despecified,Despecified,None,None,Gross,49671.09,35550.14,7396.915058,0.715710889,0.208069928,0.148917913
BEL,PCM,X,1990,IEA,Despecified,Despecified,None,None,Gross,49902.86,35904.26,7606.2918,0.719483012,0.211849285,0.152421961
BEL,PCM,X,1991,IEA,Despecified,Despecified,None,None,Gross,52156.61,37984.32,8153.248345,0.728274326,0.214647737,0.156322436
BEL,PCM,X,1992,IEA,Despecified,Despecified,None,None,Gross,52795.61,38344.42,8292.185862,0.726280462,0.216255347,0.157062033
BEL,PCM,X,1993,IEA,Despecified,Despecified,None,None,Gross,51463.26,37801.44,8138.038832,0.734532558,0.215283831,0.158132983
BEL,PCM,X,1994,IEA,Despecified,Despecified,None,None,Gross,54634.43,41033.72,8546.979668,0.751059726,0.208291612,0.156439441
BEL,PCM,X,1995,IEA,Despecified,Despecified,None,None,Gross,55521.98,41591.27,8690.731023,0.749095583,0.208955654,0.156527758
BEL,PCM,X,1996,IEA,Despecified,Despecified,None,None,Gross,58450.86,44236.74,9319.442519,0.756819318,0.210672001,0.15944064
BEL,PCM,X,1997,IEA,Despecified,Despecified,None,None,Gross,58637.44,43815.65,9474.926897,0.747229927,0.216245266,0.161584934
BEL,PCM,X,1998,IEA,Despecified,Despecified,None,None,Gross,59748.95,44284.61,9747.215188,0.741178046,0.220103896,0.163136175
BEL,PCM,X,1999,IEA,Despecified,Despecified,None,None,Gross,59698.01,44356.08,9723.710193,0.743007681,0.219219331,0.162881647
BEL,PCM,X,2000,IEA,Despecified,Despecified,None,None,Gross,60391.77,45677.91,9929.489167,0.756359848,0.217380549,0.164417919
BEL,PCM,X,2001,IEA,Despecified,Despecified,None,None,Gross,59935.88,46681.38,10292.30374,0.778855337,0.220479852,0.171721909
BEL,PCM,X,2002,IEA,Despecified,Despecified,None,None,Gross,57969.25,44526.32,9486.624394,0.768102399,0.213056556,0.163649252
BEL,PCM,X,2003,IEA,Despecified,Despecified,None,None,Gross,60602.15,45822.86,10085.19959,0.756125979,0.220091011,0.166416531
BEL,PCM,X,2004,IEA,Despecified,Despecified,None,None,Gross,60742.62,46378.15,10098.01934,0.763519091,0.217732258,0.166242736
BEL,PCM,X,2005,IEA,Despecified,Despecified,None,None,Gross,60362.44,45606.16,9867.338792,0.755538709,0.216359781,0.16346819
BEL,PCM,X,2006,IEA,Despecified,Despecified,None,None,Gross,59618.1,45192.28,9911.719943,0.758029525,0.219323299,0.166253536
BEL,PCM,X,2007,IEA,Despecified,Despecified,None,None,Gross,58527.7,44265.52,9553.062771,0.756317436,0.215812731,0.163222932
BEL,PCM,X,2008,IEA,Despecified,Despecified,None,None,Gross,60337.34,46549.07,10012.84479,0.771480314,0.215103004,0.165947733
BEL,PCM,X,2009,IEA,Despecified,Despecified,None,None,Gross,57958.9,43204.37,9137.630054,0.745431159,0.21149782,0.157657065
BEL,PCM,X,2010,IEA,Despecified,Despecified,None,None,Gross,62599.65,46696.53,9747.528561,0.745955129,0.208742032,0.155712189
BEL,PCM,X,2011,IEA,Despecified,Despecified,None,None,Gross,58154.02,43283.75,9177.391612,0.744295063,0.21202857,0.157811818
BEL,PCM,X,2012,IEA,Despecified,Despecified,None,None,Gross,55807.3,43741.82,9140.161185,0.783801044,0.208957039,0.163780745
BEL,PCM,X,2013,IEA,Despecified,Despecified,None,None,Gross,58018.4,45443.05,9445.973378,0.783252382,0.207863983,0.16280996
BEL,PCM,X,2014,IEA,Despecified,Despecified,None,None,Gross,54756.14,43555.38,9022.176956,0.795442849,0.207142653,0.164770142
BEL,PCM,X,2015,IEA,Despecified,Despecified,None,None,Gross,54676.82,44803.76,9438.16595,0.819428782,0.210655667,0.172617317
BEL,PCM,X,2016,IEA,Despecified,Despecified,None,None,Gross,57802.41,45213.65,9460.266089,0.782210465,0.209234735,0.1636656
BEL,PCM,X,2017,IEA,Despecified,Despecified,None,None,Gross,57526.36,44814.47,9478.456607,0.779024955,0.211504378,0.164767189
BEL,PCM,X,2018,IEA,Despecified,Despecified,None,None,Gross,55515.55,45432.36,9593.632664,0.81837179,0.211162983,0.172809828
BEL,PCM,X,2019,IEA,Despecified,Despecified,None,None,Gross,57093.55,44308.29,9461.996698,0.776064722,0.213549128,0.165727945
BEL,PCM,X,1960,MW,Despecified,Despecified,None,None,Gross,770.6333967,439.7380126,28.60530615,0.570618941,0.065050792,0.037119214
BEL,PCM,X,1961,MW,Despecified,Despecified,None,None,Gross,765.8495755,438.7376937,28.38610198,0.572877113,0.064699483,0.037064853
BEL,PCM,X,1962,MW,Despecified,Despecified,None,None,Gross,762.6649549,438.7049157,28.16968004,0.575226268,0.064210997,0.036935852
BEL,PCM,X,1963,MW,Despecified,Despecified,None,None,Gross,750.2995105,432.9467692,27.95716044,0.577031923,0.064574129,0.037261334
BEL,PCM,X,1964,MW,Despecified,Despecified,None,None,Gross,746.442663,432.4220905,27.74958295,0.579310524,0.064172445,0.037175773
BEL,PCM,X,1965,MW,Despecified,Despecified,None,None,Gross,737.1868539,428.5004127,27.54789057,0.581264316,0.064289064,0.037368939
BEL,PCM,X,1966,MW,Despecified,Despecified,None,None,Gross,728.4602702,424.8503571,27.35291679,0.583216923,0.064382473,0.037548948
BEL,PCM,X,1967,MW,Despecified,Despecified,None,None,Gross,720.6420717,421.7011424,27.16537695,0.585174193,0.064418552,0.037696074
BEL,PCM,X,1968,MW,Despecified,Despecified,None,None,Gross,716.3363647,420.662484,26.98586338,0.58724156,0.064150868,0.037672056
BEL,PCM,X,1969,MW,Despecified,Despecified,None,None,Gross,706.7380521,416.2714259,26.81484434,0.589003839,0.064416731,0.037941702
BEL,PCM,X,1970,MW,Despecified,Despecified,None,None,Gross,704.1855394,416.1749965,26.65266633,0.591001907,0.064041969,0.037848926
BEL,PCM,X,1971,MW,Despecified,Despecified,None,None,Gross,696.2822552,412.6855043,26.4067033,0.592698581,0.063987475,0.037925285
BEL,PCM,X,1972,MW,Despecified,Despecified,None,None,Gross,681.4216021,404.8059433,25.86922972,0.594060919,0.063905262,0.037963618
BEL,PCM,X,1973,MW,Despecified,Despecified,None,None,Gross,681.5129548,406.1200323,25.7519092,0.595909483,0.063409601,0.037786383
BEL,PCM,X,1974,MW,Despecified,Despecified,None,None,Gross,675.163414,403.3648137,25.83487079,0.597432866,0.0640484,0.038264619
BEL,PCM,X,1975,MW,Despecified,Despecified,None,None,Gross,646.7539447,386.857765,25.05486941,0.598152927,0.064765068,0.038739415
BEL,PCM,X,1976,MW,Despecified,Despecified,None,None,Gross,641.32574,384.5262486,24.5142596,0.599580252,0.06375185,0.03822435
BEL,PCM,X,1977,MW,Despecified,Despecified,None,None,Gross,627.6318365,376.9994191,24.04399594,0.600669688,0.063777276,0.038309076
BEL,PCM,X,1978,MW,Despecified,Despecified,None,None,Gross,625.435037,376.5328454,23.59732719,0.602033502,0.062670037,0.037729462
BEL,PCM,X,1979,MW,Despecified,Despecified,None,None,Gross,621.0847464,374.6660643,23.43759405,0.603244672,0.062555957,0.037736548
BEL,PCM,X,1980,MW,Despecified,Despecified,None,None,Gross,612.052934,369.8348013,23.06435913,0.604252967,0.06236395,0.037683602
BEL,PCM,X,1981,MW,Despecified,Despecified,None,None,Gross,588.4769357,355.9274382,22.18787362,0.604828187,0.062338194,0.037703897
BEL,PCM,X,1982,MW,Despecified,Despecified,None,None,Gross,577.2819141,349.6408793,21.55365702,0.605667475,0.061645129,0.037336449
BEL,PCM,X,1983,MW,Despecified,Despecified,None,None,Gross,567.4875951,344.170676,21.07851724,0.606481408,0.061244373,0.037143574
BEL,PCM,X,1984,MW,Despecified,Despecified,None,None,Gross,560.3451124,340.295827,20.81065013,0.60729686,0.061154585,0.037138988
BEL,PCM,X,1985,MW,Despecified,Despecified,None,None,Gross,559.83204,340.4856633,20.6816288,0.608192527,0.060741555,0.03694256
BEL,PCM,X,1986,MW,Despecified,Despecified,None,None,Gross,554.589222,337.7006537,20.5647322,0.608920333,0.060896335,0.037081017
BEL,PCM,X,1987,MW,Despecified,Despecified,None,None,Gross,550.6898818,335.7092303,20.36712613,0.609615759,0.060668949,0.036984747
BEL,PCM,X,1988,MW,Despecified,Despecified,None,None,Gross,556.09075,339.4474718,20.40032763,0.610417404,0.060098629,0.036685249
BEL,PCM,X,1989,MW,Despecified,Despecified,None,None,Gross,561.7046176,343.2840745,20.68920878,0.611146969,0.060268478,0.036832898
BEL,PCM,X,1990,MW,Despecified,Despecified,None,None,Gross,555.4827852,339.7514634,20.85186293,0.61163275,0.061373872,0.03753827
BEL,PCM,X,1991,MW,Despecified,Despecified,None,None,Gross,570.8521223,349.5767653,21.21080119,0.612377097,0.060675661,0.037156385
BEL,PCM,X,1992,MW,Despecified,Despecified,None,None,Gross,586.0671023,359.2800689,21.57347156,0.613035721,0.060046391,0.036810583
BEL,PCM,X,1993,MW,Despecified,Despecified,None,None,Gross,556.4285726,341.1500641,21.00062525,0.613106661,0.061558321,0.037741817
BEL,PCM,X,1994,MW,Despecified,Despecified,None,None,Gross,551.8084505,338.5093562,20.67513781,0.613454462,0.061077005,0.037467962
BEL,PCM,X,1995,MW,Despecified,Despecified,None,None,Gross,556.2205893,341.4484074,21.06902035,0.613872291,0.061704843,0.037878893
BEL,PCM,X,1996,MW,Despecified,Despecified,None,None,Gross,554.7673774,340.7324339,20.89806997,0.614189745,0.061332788,0.037669969
BEL,PCM,X,1997,MW,Despecified,Despecified,None,None,Gross,550.2536214,338.1020196,21.10501292,0.614447605,0.062422026,0.038355064
BEL,PCM,X,1998,MW,Despecified,Despecified,None,None,Gross,558.9402857,343.6404416,21.25371703,0.614807074,0.061848707,0.038025023
BEL,PCM,X,1999,MW,Despecified,Despecified,None,None,Gross,565.7830412,348.0215775,20.68228575,0.615114898,0.059428171,0.036555153
BEL,PCM,X,2000,MW,Despecified,Despecified,None,None,Gross,585.2436617,360.212978,21.18787089,0.615492318,0.058820398,0.036203503
BEL,PCM,X,2001,MW,Despecified,Despecified,None,None,Gross,570.5484101,351.2098559,20.16123141,0.615565392,0.057405084,0.035336583
BEL,PCM,X,2002,MW,Despecified,Despecified,None,None,Gross,581.8059724,358.3372053,20.53359032,0.615904996,0.057302424,0.035292849
BEL,PCM,X,2003,MW,Despecified,Despecified,None,None,Gross,566.2792361,348.7930355,20.19056585,0.615938239,0.057886952,0.035654788
BEL,PCM,X,2004,MW,Despecified,Despecified,None,None,Gross,582.494975,358.942009,20.9752668,0.616214773,0.058436367,0.036009352
BEL,PCM,X,2005,MW,Despecified,Despecified,None,None,Gross,592.1069783,365.163781,21.43480815,0.616719266,0.058699163,0.036200904
BEL,PCM,X,2006,MW,Despecified,Despecified,None,None,Gross,596.7922119,367.8966836,21.68750218,0.616456911,0.05894998,0.036340123
BEL,PCM,X,2007,MW,Despecified,Despecified,None,None,Gross,611.2853336,376.9255283,22.24966575,0.616611438,0.059029342,0.036398167
BEL,PCM,X,2008,MW,Despecified,Despecified,None,None,Gross,623.3778558,384.4971726,22.38102198,0.616796328,0.058208548,0.035902818
BEL,PCM,X,2009,MW,Despecified,Despecified,None,None,Gross,609.3034241,375.6622202,21.78517864,0.616543754,0.057991402,0.035754236
BEL,PCM,X,2010,MW,Despecified,Despecified,None,None,Gross,615.7826438,379.6994355,22.26973536,0.61661276,0.058650957,0.036164929
BEL,PCM,X,2011,MW,Despecified,Despecified,None,None,Gross,618.083024,381.29494,22.26542272,0.616899227,0.058394226,0.036023353
BEL,PCM,X,2012,MW,Despecified,Despecified,None,None,Gross,601.0864739,370.6807299,21.74100768,0.61668453,0.058651572,0.036169517
BEL,PCM,X,2013,MW,Despecified,Despecified,None,None,Gross,603.3440203,372.2671409,21.94769599,0.617006431,0.058956845,0.036376752
BEL,PCM,X,2014,MW,Despecified,Despecified,None,None,Gross,601.927759,371.4316958,21.89434223,0.617070222,0.05894581,0.036373704
BEL,PCM,X,2015,MW,Despecified,Despecified,None,None,Gross,602.4400195,371.8320177,21.91897036,0.617210022,0.058948582,0.036383656
BEL,PCM,X,2016,MW,Despecified,Despecified,None,None,Gross,604.2500722,373.3436607,22.03639999,0.617862832,0.059024439,0.036469007
BEL,PCM,X,2017,MW,Despecified,Despecified,None,None,Gross,605.7524691,374.2123798,21.64620098,0.617764514,0.057844695,0.0357344
BEL,PCM,X,2018,MW,Despecified,Despecified,None,None,Gross,621.5756472,384.0233472,22.15574681,0.617822382,0.05769375,0.03564449
BEL,PCM,X,2019,MW,Despecified,Despecified,None,None,Gross,628.6707855,388.42293,22.31378622,0.617847909,0.057447139,0.035493595
BEL,PCM,X,1960,Both,Despecified,Despecified,None,None,Gross,24795.6834,18626.33801,2668.237307,0.751192767,0.143250772,0.107608944
BEL,PCM,X,1961,Both,Despecified,Despecified,None,None,Gross,25311.32958,19149.79769,2813.558794,0.756570201,0.146923682,0.11115808
BEL,PCM,X,1962,Both,Despecified,Despecified,None,None,Gross,27714.64495,21225.60492,3248.842653,0.765862415,0.153062429,0.117224762
BEL,PCM,X,1963,Both,Despecified,Despecified,None,None,Gross,29999.64951,23296.03677,3568.495465,0.776543631,0.153180367,0.118951239
BEL,PCM,X,1964,Both,Despecified,Despecified,None,None,Gross,29990.22266,22467.43209,3871.189994,0.749158562,0.17230229,0.129081736
BEL,PCM,X,1965,Both,Despecified,Despecified,None,None,Gross,31055.63685,24014.22041,4421.848987,0.773264465,0.184134605,0.142384747
BEL,PCM,X,1966,Both,Despecified,Despecified,None,None,Gross,30544.94027,23454.83036,4317.861493,0.767879398,0.184092634,0.141360941
BEL,PCM,X,1967,Both,Despecified,Despecified,None,None,Gross,32004.49207,24509.63114,4659.132587,0.76581847,0.19009395,0.145577458
BEL,PCM,X,1968,Both,Despecified,Despecified,None,None,Gross,35938.90636,27717.93248,5315.318739,0.771251418,0.191764618,0.147898734
BEL,PCM,X,1969,Both,Despecified,Despecified,None,None,Gross,38583.31805,30041.47143,5890.663095,0.778612959,0.196084373,0.152673834
BEL,PCM,X,1970,Both,Despecified,Despecified,None,None,Gross,41116.47554,32581.005,6517.898856,0.792407534,0.200052112,0.158522801
BEL,PCM,X,1971,Both,Despecified,Despecified,None,None,Gross,42643.21226,32180.8955,6394.807588,0.754654582,0.198714408,0.149960738
BEL,PCM,X,1972,Both,Despecified,Despecified,None,None,Gross,46637.4416,34901.13594,6991.564101,0.74835014,0.200324829,0.149913114
BEL,PCM,X,1973,Both,Despecified,Despecified,None,None,Gross,49310.35295,36850.10003,7273.985802,0.747309598,0.197393923,0.147514373
BEL,PCM,X,1974,Both,Despecified,Despecified,None,None,Gross,48337.64341,35244.66481,6785.55977,0.729134942,0.192527289,0.140378374
BEL,PCM,X,1975,Both,Despecified,Despecified,None,None,Gross,45241.38394,34190.85776,6555.65562,0.755742968,0.191737091,0.144903958
BEL,PCM,X,1976,Both,Despecified,Despecified,None,None,Gross,48463.51574,36825.11625,7316.473963,0.759852348,0.198681626,0.1509687
BEL,PCM,X,1977,Both,Despecified,Despecified,None,None,Gross,48152.13184,37211.82942,7400.415281,0.772797133,0.198872654,0.153688217
BEL,PCM,X,1978,Both,Despecified,Despecified,None,None,Gross,50612.10504,38866.72285,8096.872935,0.76793334,0.208324045,0.15997898
BEL,PCM,X,1979,Both,Despecified,Despecified,None,None,Gross,52193.20475,39725.75606,8188.869293,0.761128891,0.206135014,0.156895315
BEL,PCM,X,1980,Both,Despecified,Despecified,None,None,Gross,49760.82293,37246.3448,7616.795676,0.748507412,0.204497803,0.153068121
BEL,PCM,X,1981,Both,Despecified,Despecified,None,None,Gross,46304.41694,34358.10744,6880.508711,0.742004969,0.200258665,0.148592924
BEL,PCM,X,1982,Both,Despecified,Despecified,None,None,Gross,44064.34191,32972.77088,6640.154597,0.748286924,0.201382972,0.150692245
BEL,PCM,X,1983,Both,Despecified,Despecified,None,None,Gross,43313.6876,31687.06068,6294.335451,0.731571529,0.198640559,0.145319778
BEL,PCM,X,1984,Both,Despecified,Despecified,None,None,Gross,45000.16511,32729.05583,6545.187648,0.727309683,0.199980949,0.145448081
BEL,PCM,X,1985,Both,Despecified,Despecified,None,None,Gross,46372.96204,33957.52566,6688.532345,0.73226993,0.1969676,0.144233451
BEL,PCM,X,1986,Both,Despecified,Despecified,None,None,Gross,48060.00922,35215.40065,7231.503458,0.732738117,0.205350594,0.150468208
BEL,PCM,X,1987,Both,Despecified,Despecified,None,None,Gross,49072.96988,35387.70923,7206.18788,0.721124263,0.203635331,0.146846378
BEL,PCM,X,1988,Both,Despecified,Despecified,None,None,Gross,49708.81075,35659.69747,7376.274513,0.717371768,0.206851853,0.14838968
BEL,PCM,X,1989,Both,Despecified,Despecified,None,None,Gross,50232.79462,35893.42407,7417.604267,0.714541652,0.206656357,0.147664575
BEL,PCM,X,1990,Both,Despecified,Despecified,None,None,Gross,50458.34279,36244.01146,7627.143663,0.718295716,0.210438728,0.151157237
BEL,PCM,X,1991,Both,Despecified,Despecified,None,None,Gross,52727.46212,38333.89677,8174.459146,0.727019569,0.213243626,0.155032289
BEL,PCM,X,1992,Both,Despecified,Despecified,None,None,Gross,53381.6771,38703.70007,8313.759334,0.725037169,0.214805285,0.155741816
BEL,PCM,X,1993,Both,Despecified,Despecified,None,None,Gross,52019.68857,38142.59006,8159.039457,0.733233726,0.213908899,0.156845219
BEL,PCM,X,1994,Both,Despecified,Despecified,None,None,Gross,55186.23845,41372.22936,8567.654806,0.749683807,0.207087095,0.155249842
BEL,PCM,X,1995,Both,Despecified,Despecified,None,None,Gross,56078.20059,41932.71841,8711.800043,0.74775435,0.207756625,0.15535092
BEL,PCM,X,1996,Both,Despecified,Despecified,None,None,Gross,59005.62738,44577.47243,9340.340589,0.755478323,0.209530511,0.158295759
BEL,PCM,X,1997,Both,Despecified,Despecified,None,None,Gross,59187.69362,44153.75202,9496.03191,0.745995482,0.215067383,0.160439296
BEL,PCM,X,1998,Both,Despecified,Despecified,None,None,Gross,60307.89029,44628.25044,9768.468905,0.740006825,0.218885321,0.161976631
BEL,PCM,X,1999,Both,Despecified,Despecified,None,None,Gross,60263.79304,44704.10158,9744.392479,0.741806968,0.217975357,0.161695638
BEL,PCM,X,2000,Both,Despecified,Despecified,None,None,Gross,60977.01366,46038.12298,9950.677038,0.755007833,0.216139938,0.163187346
BEL,PCM,X,2001,Both,Despecified,Despecified,None,None,Gross,60506.42841,47032.58986,10312.46497,0.777315586,0.219262112,0.170435857
BEL,PCM,X,2002,Both,Despecified,Despecified,None,None,Gross,58551.05597,44884.65721,9507.157985,0.766590055,0.211813091,0.162373809
BEL,PCM,X,2003,Both,Despecified,Despecified,None,None,Gross,61168.42924,46171.65304,10105.39016,0.754828162,0.218865678,0.165205978
BEL,PCM,X,2004,Both,Despecified,Despecified,None,None,Gross,61325.11497,46737.09201,10118.99461,0.762119925,0.216508862,0.165005718
BEL,PCM,X,2005,Both,Despecified,Despecified,None,None,Gross,60954.54698,45971.32378,9888.7736,0.75419023,0.215107436,0.162231927
BEL,PCM,X,2006,Both,Despecified,Despecified,None,None,Gross,60214.89221,45560.17668,9933.407445,0.756626393,0.218028291,0.164965959
BEL,PCM,X,2007,Both,Despecified,Despecified,None,None,Gross,59138.98533,44642.44553,9575.312437,0.754873376,0.214488976,0.161912018
BEL,PCM,X,2008,Both,Despecified,Despecified,None,None,Gross,60960.71786,46933.56717,10035.22581,0.769898532,0.213817667,0.164617908
BEL,PCM,X,2009,Both,Despecified,Despecified,None,None,Gross,58568.20342,43580.03222,9159.415233,0.744090303,0.210174586,0.156388871
BEL,PCM,X,2010,Both,Despecified,Despecified,None,None,Gross,63215.43264,47076.22944,9769.798296,0.744695203,0.207531453,0.154547677
BEL,PCM,X,2011,Both,Despecified,Despecified,None,None,Gross,58772.10302,43665.04494,9199.657035,0.742955292,0.210686993,0.156531017
BEL,PCM,X,2012,Both,Despecified,Despecified,None,None,Gross,56408.38647,44112.50073,9161.902193,0.782020254,0.207694011,0.162420923
BEL,PCM,X,2013,Both,Despecified,Despecified,None,None,Gross,58621.74402,45815.31714,9467.921074,0.781541353,0.206654055,0.16150869
BEL,PCM,X,2014,Both,Despecified,Despecified,None,None,Gross,55358.06776,43926.8117,9044.071298,0.793503341,0.205889546,0.163374042
BEL,PCM,X,2015,Both,Despecified,Despecified,None,None,Gross,55279.26002,45175.59202,9460.08492,0.817224977,0.209406994,0.171132626
BEL,PCM,X,2016,Both,Despecified,Despecified,None,None,Gross,58406.66007,45586.99366,9482.302489,0.780510195,0.208004558,0.162349679
BEL,PCM,X,2017,Both,Despecified,Despecified,None,None,Gross,58132.11247,45188.68238,9500.102808,0.777344577,0.210231906,0.163422632
BEL,PCM,X,2018,Both,Despecified,Despecified,None,None,Gross,56137.12565,45816.38335,9615.788411,0.816151216,0.209876636,0.171291072
BEL,PCM,X,2019,Both,Despecified,Despecified,None,None,Gross,57722.22079,44696.71293,9484.310484,0.774341533,0.212192572,0.164309522
BRA,PCM,X,1971,IEA,Despecified,Despecified,None,None,Gross,75534.91,69695.09,11588.73122,0.922687139,0.166277585,0.153422189
BRA,PCM,X,1972,IEA,Despecified,Despecified,None,None,Gross,80846.3,74512.92,12749.86522,0.921661474,0.171109456,0.157704994
BRA,PCM,X,1973,IEA,Despecified,Despecified,None,None,Gross,88441.44,81127.45,14467.25633,0.917301324,0.178327512,0.163580063
BRA,PCM,X,1974,IEA,Despecified,Despecified,None,None,Gross,94023.51,86315.4,15660.09151,0.918019334,0.181428708,0.166555062
BRA,PCM,X,1975,IEA,Despecified,Despecified,None,None,Gross,98078.94,88968.8,16490.76664,0.907114208,0.185354491,0.168137692
BRA,PCM,X,1976,IEA,Despecified,Despecified,None,None,Gross,102789.92,94241.3,17990.09442,0.916834063,0.190893954,0.17501808
BRA,PCM,X,1977,IEA,Despecified,Despecified,None,None,Gross,106155.93,96754.66,19014.95858,0.91143905,0.196527574,0.179122905
BRA,PCM,X,1978,IEA,Despecified,Despecified,None,None,Gross,112817.61,101991.35,20235.86776,0.904037499,0.198407686,0.179367988
BRA,PCM,X,1979,IEA,Despecified,Despecified,None,None,Gross,119891.58,108388.88,21811.19392,0.904057483,0.201230919,0.181924318
BRA,PCM,X,1980,IEA,Despecified,Despecified,None,None,Gross,122088.05,108997.96,22659.4328,0.892781562,0.207888595,0.185599105
BRA,PCM,X,1981,IEA,Despecified,Despecified,None,None,Gross,117188.14,104840.73,22211.7842,0.89463601,0.211862167,0.189539523
BRA,PCM,X,1982,IEA,Despecified,Despecified,None,None,Gross,119095.93,107065.29,23311.32984,0.898983618,0.21773004,0.195735739
BRA,PCM,X,1983,IEA,Despecified,Despecified,None,None,Gross,122171.48,109437.95,24855.14114,0.895773302,0.22711629,0.203444709
BRA,PCM,X,1984,IEA,Despecified,Despecified,None,None,Gross,130065.44,114445.19,27104.8835,0.879904685,0.236837245,0.208394201
BRA,PCM,X,1985,IEA,Despecified,Despecified,None,None,Gross,138739.8,120817.65,29420.44206,0.870821855,0.243511127,0.212054811
BRA,PCM,X,1986,IEA,Despecified,Despecified,None,None,Gross,145230.23,126293.05,31246.66205,0.869605798,0.247413948,0.215152603
BRA,PCM,X,1987,IEA,Despecified,Despecified,None,None,Gross,150864.89,132122.21,33602.2138,0.87576513,0.254326762,0.222730509
BRA,PCM,X,1988,IEA,Despecified,Despecified,None,None,Gross,152774.4,132834.02,34055.93576,0.869478263,0.256379621,0.222916508
BRA,PCM,X,1989,IEA,Despecified,Despecified,None,None,Gross,155768.58,134895.58,34882.8083,0.865999934,0.258591188,0.223939952
BRA,PCM,X,1990,IEA,Despecified,Despecified,None,None,Gross,149925.27,131477.3,34084.1198,0.876952231,0.259239578,0.227340726
