Country,Method,Energy.type,IEAMW,Product.Aggregation,Industry.Aggregation,Chopped.Mat,Chopped.Var,GrossNet,Year,EX.p,EX.f,EX.u,eta_pf,eta_fu,eta_pu
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1960,23060,17308,6259.02177263554,0.750563746747615,0.361625940180006,0.271423320582634
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1961,23608,17810,6412.62333156372,0.754405286343612,0.360057458257368,0.271629249896803
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1962,25910,19784,7198.92826160591,0.763566190659977,0.363876276870497,0.27784362260154
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1963,28273,21766,8025.77467069174,0.769851094683974,0.368729884714313,0.28386710539001
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1964,28339,20980,7768.64777085108,0.740322523730548,0.370288263624933,0.274132741834613
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1965,29488,22450,8319.13317233999,0.761326641345632,0.370562724825835,0.282119274699538
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1966,29074,21939,8156.7180986022,0.754591731443902,0.371790788030549,0.280550254474864
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1967,30497,22937,8533.11035758899,0.752106764599797,0.37202381992366,0.279801631556841
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1968,34534,26014,9613.30171973518,0.753286616088492,0.369543388934235,0.278372088948143
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1969,37399,28272,10268.8680574128,0.75595604160539,0.363216895069779,0.27457600624115
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1970,39927,30711,10971.7826862403,0.769178751220978,0.357259050055038,0.274796069983727
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1971,39665,30364,10641.710721703,0.765511155930921,0.350471305549435,0.268289694231767
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1972,43448,32982,11576.0199365765,0.759114343583134,0.350979926522845,0.266433896533246
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1973,45989,34987,12140.84969,0.760768879514667,0.347010309257726,0.263994644154038
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1974,45125,33513,11511.0694408503,0.742670360110803,0.343480722133212,0.255092951597791
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1975,42319,32487,11623.7570008624,0.767669368368818,0.357797180437171,0.274669935510347
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1976,45385,35022,12025.4539678474,0.771664646909772,0.343368567410411,0.264965384330669
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1977,45122,35377,12235.5992702469,0.784029963210851,0.345863110785169,0.271167042024886
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1978,47494,36974,13490.1331496007,0.778498336631996,0.364854577530175,0.284038681719811
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1979,49019,37840,14081.3198354227,0.771945572125094,0.37212790262745,0.287262486697458
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1980,46770,35490,13539.8081581697,0.758819756254009,0.381510514459559,0.289497715590544
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1981,43531,32744,12643.1448854123,0.752199581907147,0.386120965227591,0.290440028609778
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1982,41478,31414,12281.8872675916,0.757365350306186,0.390968589405729,0.296106062673985
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1983,40962,30198,11916.3113276062,0.737219862311411,0.394605978131209,0.290911364865149
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1984,42724,31190,12597.0192022178,0.730034640951222,0.403880064194224,0.294846437651386
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1985,44099,32351,13140.0703128322,0.733599401346969,0.406171998171067,0.297967534702197
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1986,45701,33537,13747.0226191747,0.73383514583926,0.409906151986603,0.300803540823499
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1987,46669,33726,14033.3617397306,0.72266386680666,0.41609920357382,0.300699859429828
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1988,47244,33990,13920.2139319721,0.719456438912878,0.40953850932545,0.294645117516977
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1989,47692,34215,14193.1372604106,0.717415918812379,0.414822073956177,0.297599959330928
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1990,47886,34551,14625.9088023178,0.721526124545796,0.423313617617949,0.30543183398734
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1991,50052,36535,15638.0943261612,0.729940861504036,0.428030500237066,0.312436952093048
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1992,50652,36882,15845.8735874052,0.728144989339019,0.429637047540948,0.312838063401351
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1993,49394,36377,15970.9234038153,0.73646596752642,0.439039046755239,0.323337316350474
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1994,52462,39558,16543.1870494596,0.754031489459037,0.418200795021477,0.315336568362998
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1995,53335,40119,17029.7625564173,0.752207743508015,0.424481232244506,0.319298069868141
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1996,56147,42658,18716.0852844063,0.759755641441217,0.438747369412684,0.333340789078781
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1997,56338,42262,18512.7553728839,0.750150875075438,0.438047308998247,0.328601572169476
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1998,57345,42740,19188.3930451249,0.745313453657686,0.448956318322997,0.334613184150752
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,1999,57375,42865,19181.9668812181,0.747102396514161,0.447497186077641,0.334326220151949
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,2000,58050,44208,20106.6384063432,0.761550387596899,0.454819001229261,0.346367586672578
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,2001,57667,45139,20875.0340154297,0.78275270085144,0.462461153668219,0.361992717072671
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,2002,55773,43104,20054.4092577575,0.772847076542413,0.465256339498828,0.359572001824493
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,2003,58201,44338,20529.8748201254,0.761808216353671,0.463031143040403,0.352740929195811
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,2004,58396,44906,20712.2662152022,0.768991026782656,0.461236053427207,0.354686386314168
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,2005,58077,44140,20359.3532171953,0.760025483409956,0.461244975468856,0.35055793545113
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,2006,57373,43825,21081.2891200103,0.763861049622645,0.481033408328814,0.367442684189606
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,2007,56259,42913,20611.1185945777,0.762775733660392,0.480300109397564,0.366361268322893
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,2008,57973,45129,21523.8358754506,0.778448588135856,0.476940235224592,0.371273452735767
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,2009,55606,41894,20784.4204115794,0.753407905621695,0.496119263178008,0.373780175009521
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,2010,60038,45284,22638.8171646098,0.754255638095873,0.499929713908,0.377074805366765
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,2011,55864,42000,20607.0125547509,0.751825862809681,0.490643156065498,0.368878214140608
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,2012,53564,42446,21197.4927807929,0.792435217683519,0.499399066597392,0.39574140805005
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,2013,55823,44044,21919.5869820532,0.788993783924189,0.497674756653647,0.392662289415711
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,2014,52614,42233,20146.2826891573,0.802695100163455,0.477027033105801,0.382907262119536
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,2015,52470,43404,21137.6309196483,0.827215551743854,0.486997302544658,0.402851742322248
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,2016,55576,43791,21646.5550472446,0.787948035123075,0.494315157161164,0.389494656816693
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,2017,55336,43362,21857.5518485632,0.783612837935521,0.504071579921665,0.394996961265057
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,2018,53298,43965,22310.3196635575,0.824890239783857,0.507456378108894,0.418595813418093
BEL,PCM,E,IEA,Despecified,Despecified,None,None,Gross,2019,54877,42828,22297.0508358966,0.78043624833719,0.520618540111531,0.406309580259428
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1960,770.633396682261,439.738012550703,28.605306152356,0.570618940788016,0.0650507923716459,0.0371192142405298
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1961,765.849575479891,438.737693679261,28.3861019779807,0.572877112851231,0.064699483055432,0.037064853055763
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1962,762.664954897259,438.70491574354,28.1696800417859,0.575226268004722,0.0642109970298429,0.0369358521863388
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1963,750.299510502972,432.946769212659,27.9571604414614,0.577031922788312,0.0645741288064194,0.0372613337075483
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1964,746.442663020929,432.422090463146,27.7495829530721,0.579310524284732,0.0641724453146021,0.0371757729398354
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1965,737.186853915628,428.50041268547,27.5478905651464,0.581264316379836,0.0642890642566715,0.0373689389858535
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1966,728.460270216268,424.850357123287,27.3529167928136,0.583216922725458,0.064382473344317,0.0375489479813264
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1967,720.642071727876,421.701142417764,27.1653769544677,0.585174192517869,0.0644185519600892,0.0376960741264156
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1968,716.336364745621,420.662483980545,26.9858633810028,0.587241559528989,0.0641508677589867,0.0376720556279253
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1969,706.738052051334,416.271425922005,26.814844342823,0.589003839136383,0.064416730702643,0.0379417016884713
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1970,704.185539353387,416.174996469673,26.6526663314067,0.591001906758583,0.0640419692617187,0.0378489259462503
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1971,696.28225519905,412.68550429304,26.4067032992426,0.592698580513248,0.0639874747829564,0.0379252854744855
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1972,681.421602095044,404.805943266928,25.8692297195637,0.594060919146596,0.0639052616441099,0.0379636184706036
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1973,681.512954845329,406.120032294539,25.7519092035882,0.595909482581603,0.063409600994298,0.037786382519218
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1974,675.163413976953,403.364813651473,25.8348707938291,0.597432866327147,0.0640483996607391,0.038264618992982
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1975,646.753944726546,386.857764993335,25.0548694109108,0.598152926855208,0.0647650678831339,0.0387394149122727
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1976,641.325740042684,384.52624863011,24.5142595973881,0.599580251690066,0.0637518496714362,0.038224350071707
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1977,627.631836461871,376.999419134255,24.0439959395648,0.600669687598229,0.0637772758238719,0.0383090763449912
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1978,625.4350369797,376.532845384382,23.5973271901826,0.602033501677014,0.0626700365703645,0.0377294615666831
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1979,621.084746366996,374.66606434413,23.4375940479022,0.603244672382828,0.0625559565660977,0.03773654752431
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1980,612.052934016986,369.834801262455,23.064359125993,0.604252966871966,0.0623639501941442,0.0376836019306672
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1981,588.476935719907,355.927438168851,22.1878736212634,0.604828187078277,0.0623381938054955,0.0377038967451121
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1982,577.281914093416,349.640879254724,21.5536570216362,0.605667474969855,0.0616451287606268,0.0373364494806404
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1983,567.487595138886,344.170675967005,21.0785172381694,0.606481408431093,0.0612443729523027,0.0371435735665917
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1984,560.345112405567,340.295827044696,20.8106501268543,0.607296859579632,0.0611545851372455,0.0371389875027444
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1985,559.832039959156,340.485663345808,20.6816288049137,0.608192527477794,0.0607415554642864,0.0369425601407569
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1986,554.589221989122,337.700653689086,20.5647322028873,0.608920332922932,0.0608963351957879,0.0370810167012056
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1987,550.689881797285,335.709230296694,20.3671261276553,0.609615759056696,0.0606689488688029,0.0369847473158272
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1988,556.09074996937,339.447471765911,20.4003276332692,0.610417403606531,0.0600986288898849,0.036685249007276
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1989,561.704617629381,343.284074479863,20.6892087846641,0.611146968897389,0.0602684782741872,0.0368328978173276
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1990,555.482785195458,339.751463396625,20.8518629294949,0.611632749837741,0.061373872303686,0.0375382702852938
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1991,570.852122345099,349.576765281325,21.2108011893707,0.612377096620469,0.0606756606729887,0.0371563849184536
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1992,586.067102298863,359.280068892111,21.5734715648421,0.61303572147767,0.0600463911938307,0.0368105827476405
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1993,556.428572582074,341.150064105765,21.0006252541081,0.613106660793276,0.0615583212893592,0.0377418168097586
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1994,551.808450453542,338.509356172551,20.6751378053503,0.613454462131422,0.0610770054899501,0.0374679615514352
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1995,556.22058931708,341.44840739303,21.0690203549297,0.613872290869806,0.0617048429535589,0.0378788933016628
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1996,554.767377432737,340.732433871517,20.898069974801,0.61418974462468,0.0613327875405054,0.0376699691166228
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1997,550.253621421534,338.102019587294,21.1050129198731,0.614447604567936,0.0624220255934438,0.0383550640981699
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1998,558.940285681388,343.64044162288,21.2537170307377,0.614807074075825,0.0618487071264508,0.0380250226637858
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,1999,565.783041212972,348.021577510669,20.6822857517081,0.615114897690379,0.059428170803789,0.036555153203899
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,2000,585.243661676946,360.212977979408,21.1878708923017,0.615492318100909,0.0588203984519207,0.0362035033947918
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,2001,570.548410084197,351.209855899528,20.1612314102272,0.615565392334893,0.0574050843721048,0.0353365832835323
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,2002,581.805972414585,358.337205289057,20.533590320329,0.615904996302981,0.0573024235754848,0.0352928489804108
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,2003,566.27923613311,348.793035457165,20.1905658452542,0.615938238948915,0.0578869524123103,0.035654787526958
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,2004,582.494974970263,358.942009041504,20.975266804549,0.616214773457623,0.0584363665333016,0.0360093523650051
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,2005,592.106978324767,365.163780975551,21.4348081457524,0.616719265847363,0.0586991625743615,0.0362009044487153
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,2006,596.792211904579,367.896683622437,21.6875021830896,0.616456911272931,0.0589499801127507,0.036340122659907
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,2007,611.285333555017,376.925528271031,22.2496657503817,0.616611437540905,0.0590293415583751,0.0363981671554028
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,2008,623.377855754786,384.497172550044,22.3810219808148,0.616796328263048,0.0582085476269708,0.0359028184498404
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,2009,609.303424068475,375.662220187264,21.7851786430284,0.616543753650473,0.0579914015100286,0.0357542363664447
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,2010,615.782643841844,379.6994354574,22.2697353627148,0.616612759801851,0.0586509572654168,0.0361649286244491
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,2011,618.083024031081,381.294940012199,22.2654227224191,0.616899227429719,0.0583942255349804,0.0360233526188862
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,2012,601.086473892857,370.680729913146,21.7410076793928,0.616684530451138,0.0586515724313127,0.036169517405025
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,2013,603.344020293611,372.267140927845,21.9476959949909,0.617006431499371,0.0589568446473361,0.0363767523283157
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,2014,601.927759048906,371.431695846947,21.8943422340561,0.617070221904766,0.0589458101687635,0.0363737041611951
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,2015,602.440019545957,371.832017657219,21.9189703593246,0.617210021899706,0.0589485824739575,0.0363836558797079
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,2016,604.25007224586,373.343660652313,22.0363999917841,0.617862831633067,0.0590244386452998,0.0364690067969372
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,2017,605.752469129717,374.212379839259,21.6462009766982,0.617764514236135,0.0578446949991239,0.0357343999072712
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,2018,621.575647160749,384.023347206896,22.1557468114477,0.617822382458272,0.0576937495404703,0.0356444897940442
BEL,PCM,E,MW,Despecified,Despecified,None,None,Gross,2019,628.670785532085,388.422929985521,22.3137862157837,0.617847908515065,0.0574471394276734,0.0354935949455613
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1960,23830.6333966823,17747.7380125507,6287.6270787879,0.744744703891151,0.354277659177832,0.263846410379645
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1961,24373.8495754799,18248.7376936793,6441.0094335417,0.748701498184247,0.352956436859337,0.264259013070359
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1962,26672.6649548973,20222.7049157435,7227.09794164769,0.75818089230827,0.357375433788847,0.270955225279083
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1963,29023.299510503,22198.9467692127,8053.7318311332,0.764866405391961,0.36279792527377,0.277491944987809
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1964,29085.4426630209,21412.4220904631,7796.39735380416,0.736190345752818,0.364106280030627,0.26805152818652
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1965,30225.1868539156,22878.5004126855,8346.68106290513,0.75693495372789,0.364826405242764,0.276149858171144
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1966,29802.4602702163,22363.8503571233,8184.07101539502,0.750402824275319,0.36595089328114,0.274610583864244
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1967,31217.6420717279,23358.7011424178,8560.27573454346,0.748253218124135,0.366470536283312,0.274212758121666
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1968,35250.3363647456,26434.6624839805,9640.28758311618,0.749912347231337,0.364683588790219,0.273480726066421
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1969,38105.7380520513,28688.271425922,10295.6829017556,0.752859618851488,0.358881256695469,0.270187206128694
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1970,40631.1855393534,31127.1749964697,10998.4353525717,0.766090739988903,0.353338693724023,0.27068950134175
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1971,40361.2822551991,30776.685504293,10668.1174250023,0.762529924339275,0.346629835221021,0.26431562202482
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1972,44129.421602095,33386.8059432669,11601.889166296,0.756565681832591,0.347499224274725,0.262905987549704
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1973,46670.5129548453,35393.1200322945,12166.6015992036,0.758361496187927,0.343756119497298,0.260691405105726
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1974,45800.163413977,33916.3648136515,11536.9043116442,0.740529340628971,0.340157454226949,0.251896575288712
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1975,42965.7539447265,32873.8577649933,11648.8118702733,0.765117675050787,0.35434879452079,0.271118525820796
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1976,46026.3257400427,35406.5262486301,12049.9682274448,0.769266841950554,0.340331840035028,0.261805999798967
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1977,45749.6318364619,35753.9994191343,12259.6432661865,0.781514473098749,0.342888724768104,0.267972501068647
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1978,48119.4350369797,37350.5328453844,13513.7304767909,0.776204725111186,0.361808237990394,0.280837263912296
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1979,49640.084746367,38214.6660643441,14104.7574294706,0.769834827228834,0.369092782486223,0.284140478436691
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1980,47382.052934017,35859.8348012625,13562.8725172957,0.7568231551976,0.378219046252222,0.286244931940434
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1981,44119.4769357199,33099.9274381689,12665.3327590335,0.75023390432289,0.38263929075653,0.287068969051613
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1982,42055.2819140934,31763.6408792547,12303.4409246132,0.755283033035862,0.387343534432438,0.292553999512963
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1983,41529.4875951389,30542.170675967,11937.3898448444,0.735433361801026,0.390849424930943,0.287443706534961
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1984,43284.3451124056,31530.2958270447,12617.8298523447,0.728445717387276,0.400181143924502,0.291510240470944
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1985,44658.8320399592,32691.4856633458,13160.7519416371,0.732027331885765,0.40257429953369,0.294695390373428
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1986,46255.5892219891,33874.7006536891,13767.5873513776,0.732337458531079,0.406426834354277,0.297641594949843
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1987,47219.6898817973,34061.7092302967,14053.7288658583,0.721345466595856,0.412596114036403,0.297624336395226
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1988,47800.0907499694,34329.4474717659,13940.6142596053,0.718187914147169,0.406083269212845,0.291644096086036
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1989,48253.7046176294,34558.2840744799,14213.8264691953,0.716178878872112,0.41130012238344,0.294564460528535
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1990,48441.4827851955,34890.7514633966,14646.7606652472,0.720265967458367,0.419789200602714,0.302359874700688
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1991,50622.8521223451,36884.5767652813,15659.3051273506,0.728615145510546,0.424548862984118,0.30933273157951
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1992,51238.0671022989,37241.2800688921,15867.4470589701,0.726828355849927,0.42607147309698,0.309680828265635
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1993,49950.4285725821,36718.1500641058,15991.9240290694,0.735091792270636,0.435531855530557,0.320155892272913
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1994,53013.8084504535,39896.5093561726,16563.8621872649,0.752568255749059,0.415170711788155,0.312444298408507
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1995,53891.2205893171,40460.448407393,17050.8315767723,0.750779959424663,0.421419738236432,0.316393493973901
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1996,56701.7673774327,42998.7324338715,18736.9833543811,0.758331431675708,0.435756644296364,0.330447959931464
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1997,56888.2536214215,42600.1020195873,18533.8603858038,0.748838280448567,0.435066103299049,0.325794152675919
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1998,57903.9402856814,43083.6404416229,19209.6467621556,0.744053690112635,0.445868700166694,0.331750251664753
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,1999,57940.783041213,43213.0215775107,19202.6491669698,0.745813558418316,0.444371822797122,0.331418530421155
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,2000,58635.243661677,44568.2129779794,20127.8262772355,0.760092568816397,0.451618427850817,0.34327181094995
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,2001,58237.5484100842,45490.2098558995,20895.1952468399,0.781114780718046,0.459333894326497,0.358792494143208
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,2002,56354.8059724146,43462.3372052891,20074.9428480778,0.771226809414687,0.461892851119723,0.356224149860517
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,2003,58767.2792361331,44686.7930354572,20550.0653859707,0.760402618877436,0.459868878253694,0.349685499364337
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,2004,58978.4949749703,45264.9420090415,20733.2414820067,0.767482147997357,0.458041931830274,0.351539005713958
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,2005,58669.1069783248,44505.1637809755,20380.788025341,0.758579192238565,0.457942096913553,0.347385345968717
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,2006,57969.7922119046,44192.8966836224,21102.9766221934,0.762343541306451,0.477519651478605,0.364034022151621
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,2007,56870.285333555,43289.925528271,20633.368260328,0.761204647987387,0.47663210339443,0.362814572483845
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,2008,58596.3778557548,45513.49717255,21546.2168974314,0.77672884976934,0.473402797762293,0.367705610583494
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,2009,56215.3034240685,42269.6622201873,20806.2055902225,0.75192446977151,0.492225499268026,0.370116397545127
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,2010,60653.7826438418,45663.6994354574,22661.0868999726,0.752858229858375,0.49626042524221,0.373613745296615
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,2011,56482.0830240311,42381.2949400122,20629.2779774733,0.750349361619338,0.486754310048163,0.3652357858101
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,2012,54165.0864738929,42816.6807299131,21219.2337884723,0.790484858739226,0.495583343377849,0.391751129183552
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,2013,56426.3440202936,44416.2671409278,21941.5346780482,0.787154792891661,0.493997719538884,0.388852672612583
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,2014,53215.9277590489,42604.431695847,20168.1770313913,0.800595488793342,0.473382139571112,0.378987605415973
BEL,PCM,E,Both,Despecified,Despecified,None,None,Gross,2015,53072.440019546,43775.8320176572,21159.5498900077,0.824831720598018,0.483361455733677,0.398691861203571
